_id,geometry.coordinates,geometry.type,properties.description,properties.id,properties.name,properties.parent_station,properties.route_id,properties.route_variante_id,properties.wheelchair_boarding,type
615615f357da3ca0b0969557,"[5.995441,47.23571]",Point,,ATEMUNI3,Ateliers Municipaux,st_ateliers_municipaux,10,88-2,unknown,Feature
615615f357da3ca0b0969558,"[5.966036796569824,47.23637008666992]",Point,,st_kosma,Kosma,,,,unknown,Feature
615615f357da3ca0b0969559,"[5.9995995,47.258015]",Point,,BATICFA4,Bâtiment CFA,st_batiment_cfa,12,24-2,unknown,Feature
615615f357da3ca0b096955a,"[6.028084,47.26913]",Point,,CHESELL1,Chemin de la Selle,st_chemin_de_la_selle,12,24-2,unknown,Feature
615615f357da3ca0b096955b,"[5.973653316497803,47.23286437988281]",Point,,st_edison,Edison,,,,unknown,Feature
615615f357da3ca0b096955c,"[6.003043,47.274097]",Point,,CHAMPET1,École-Valentin - Champêtre,st_ecolevalentin__champetre,8,45-2,available,Feature
615615f357da3ca0b096955d,"[6.0254,47.23531]",Point,,GRANVEL1,Granvelle,st_granvelle,27,49-1,available,Feature
615615f357da3ca0b096955e,"[5.964887,47.218678]",Point,,LANGUED2,Languedoc,st_languedoc,7,63-4,available,Feature
615615f357da3ca0b096955f,"[6.02365,47.252514]",Point,,PONCHFR1,Pont Chemin Français,st_pont_chemin_francais,8,45-2,unknown,Feature
615615f357da3ca0b0969560,"[5.965041,47.218864]",Point,,LANGUED1,Languedoc,st_languedoc,7,63-5,available,Feature
615615f357da3ca0b0969562,"[5.989507,47.229233]",Point,,CONCORD2,Concorde,st_concorde,4,116-1,available,Feature
615615f357da3ca0b0969561,"[6.043828964233398,47.259368896484375]",Point,,st_corvee,Corvée,,,,available,Feature
615615f357da3ca0b0969563,"[6.021666526794434,47.24403381347656]",Point,,st_remparts,Remparts,,,,unknown,Feature
